"","AU","AF","TI","SO","LA","DE","ID","Z9","U1","U2","PU","PY","DI","WC","ANIMAL","FMRI_AB","JOUR","IF"
"1415","Cafazzo, S; Maragliano, L; Bonanni, R; Scholl, F; Guarducci, M; Scarcella, R; Di Paolo, M; Pontier, D; Lai, O; Carlevaro, F; Bucci, E; Cerini, N; Carlevaro, L; Alfieri, L; Fantini, C; Natoli, E","Cafazzo, S.; Maragliano, L.; Bonanni, R.; Scholl, F.; Guarducci, M.; Scarcella, R.; Di Paolo, M.; Pontier, D.; Lai, O.; Carlevaro, F.; Bucci, E.; Cerini, N.; Carlevaro, L.; Alfieri, L.; Fantini, C.; Natoli, E.","Behavioural and physiological indicators of shelter dogs' welfare: Reflections on the no-kill policy on free-ranging dogs in Italy revisited on the basis of 15 years of implementation","PHYSIOLOGY & BEHAVIOR","English","Domestic dogs; No-kill policy; Oxidative stress shelter; Welfare","PUBLIC ANIMAL SHELTER; OXIDATIVE STRESS; GLUCOCORTICOID RESPONSES; SPATIAL RESTRICTION; CANIS-FAMILIARIS; PLASMA-CORTISOL; HEART-RATE; TEMPERAMENT; CONTACT; REDUCE",7,7,58,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.05.046","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1416","Resch, JM; Maunze, B; Phillips, KA; Choi, S","Resch, Jon M.; Maunze, Brian; Phillips, Kailynn A.; Choi, SuJean","Inhibition of food intake by PACAP in the hypothalamic ventromedial nuclei is mediated by NMDA receptors","PHYSIOLOGY & BEHAVIOR","English","Feeding; VMN; Glutamate; Src kinase; PACAP","CYCLASE-ACTIVATING POLYPEPTIDE; SYNAPTICALLY RELEASED GLUTAMATE; LATERAL HYPOTHALAMUS; RAT HYPOTHALAMUS; PITUITARY; NEURONS; ASTROCYTES; STIMULATION; PEPTIDE; TRANSPORTERS",10,1,3,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.05.029","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1417","Wolter, R; Pantel, N; Stefanski, V; Mostl, E; Krueger, K","Wolter, Riccarda; Pantel, Norbert; Stefanski, Volker; Moestl, Erich; Krueger, Konstanze","The role of an alpha animal in changing environmental conditions","PHYSIOLOGY & BEHAVIOR","English","Alpha male; Horse; Equus ferus przewalskii; Bachelor group; Group structure","EQUUS-FERUS-PRZEWALSKII; HUSTAI NATIONAL-PARK; SOCIAL-BEHAVIOR; MOUNTAIN BABOONS; FERAL HORSES; HABITAT USE; GROUP-SIZE; DOMINANCE; STRESS; LEADERSHIP",2,1,37,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.05.025","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1418","Allen, AP; Jacob, TJC; Smith, AP","Allen, Andrew P.; Jacob, Tim J. C.; Smith, Andrew P.","Effects and after-effects of chewing gum on vigilance, heart rate, EEG and mood","PHYSIOLOGY & BEHAVIOR","English","Vigilance; Sustained attention; Chewing gum; Heart rate; EEG","TIME-ON-TASK; SUSTAINED ATTENTION; ELECTROENCEPHALOGRAPHIC ACTIVITY; HEALTHY-VOLUNTEERS; SPECTRAL-ANALYSIS; ALERTNESS; PERFORMANCE; STRESS; CHILDREN; DECREMENT",9,0,13,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.05.009","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1419","Sandercock, DA; Auckburally, A; Flaherty, D; Sandilands, V; McKeegan, DEF","Sandercock, Dale A.; Auckburally, Adam; Flaherty, Derek; Sandilands, Victoria; McKeegan, Dorothy E. F.","Avian reflex and electroencephalogram responses in different states of consciousness","PHYSIOLOGY & BEHAVIOR","English","EEG; Cranial reflexes; Anaesthesia; FFT power analysis; Consciousness; Avian","PHYSIOLOGICAL-RESPONSES; BEHAVIORAL-RESPONSES; BRAIN-DEATH; ANIMALS; DEXMEDETOMIDINE; MEDETOMIDINE; BROILERS; WELFARE; INDEX; DOG",4,1,36,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.05.030","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1420","Part, CE; Kiddie, JL; Hayes, WA; Mills, DS; Neville, RF; Morton, DB; Collins, LM","Part, C. E.; Kiddie, J. L.; Hayes, W. A.; Mills, D. S.; Neville, R. F.; Morton, D. B.; Collins, L. M.","Physiological, physical and behavioural changes in dogs (Canis familiaris) when kennelled: Testing the validity of stress parameters","PHYSIOLOGY & BEHAVIOR","English","Animal welfare; Domestic dog; Acute stress; Cortisol; Vanillylmandelic acid; Surface temperature","QUALITY-OF-LIFE; LIQUID-CHROMATOGRAPHIC DETERMINATION; CONDITIONED FEAR STRESS; RAT PREFRONTAL CORTEX; VANILLYLMANDELIC ACID; OXIDATIVE-DAMAGE; GLUCOCORTICOID RESPONSES; SPATIAL RESTRICTION; HOMOVANILLIC-ACID; GALLUS-DOMESTICUS",12,12,103,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.05.018","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1426","Poletto, R; Kretzer, FC; Hotzel, MJ","Poletto, Rosangela; Kretzer, Fabiana C.; Hoetzel, Maria J.","Minimizing aggression during mixing of gestating sows with supplementation of a tryptophan-enriched diet","PHYSIOLOGY & BEHAVIOR","English","Animal welfare; Aggression; Gestation; Social mixing; Swine; Tryptophan","SKIN-LESIONS; YOUNG-PIGS; SEROTONIN; WELFARE; PERFORMANCE; BEHAVIOR; IMPACT; PENS",8,3,35,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.043","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1427","Overli, O; Nordgreen, J; Mejdell, CM; Janczak, AM; Kittilsen, S; Johansen, IB; Horsberg, TE","Overli, Oyvind; Nordgreen, Janicke; Mejdell, Cecilie M.; Janczak, Andrew M.; Kittilsen, Silje; Johansen, Ida B.; Horsberg, Tor E.","Ectoparasitic sea lice (Lepeophtheirus salmonis) affect behavior and brain serotonergic activity in Atlantic salmon (Salmo salar L.): Perspectives on animal welfare","PHYSIOLOGY & BEHAVIOR","English","Behavior; Experimental infestation; Neurochemistry; Parasites; Sea lice","TROUT ONCORHYNCHUS-MYKISS; RAINBOW-TROUT; NEURAL PLASTICITY; MONOAMINERGIC ACTIVITY; STRESS-RESPONSE; FISH WELFARE; FARMED FISH; RECEPTOR ACTIVATION; CELL-PROLIFERATION; SALVELINUS-ALPINUS",8,4,64,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.031","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1428","Scheid, JL; Carr, KA; Lin, H; Fletcher, KD; Sucheston, L; Singh, PK; Salis, R; Erbe, RW; Faith, MS; Allison, DB; Epstein, LH","Scheid, Jennifer L.; Carr, Katelyn A.; Lin, Henry; Fletcher, Kelly D.; Sucheston, Lara; Singh, Prashant K.; Salis, Robbert; Erbe, Richard W.; Faith, Myles S.; Allison, David B.; Epstein, Leonard H.","FTO polymorphisms moderate the association of food reinforcement with energy intake","PHYSIOLOGY & BEHAVIOR","English","Food reinforcement; FTO; Energy intake; Obesity","BODY-MASS INDEX; GENOME-WIDE ASSOCIATION; OBESITY-ASSOCIATED GENE; FAT MASS; NONOBESE WOMEN; ADULT OBESITY; VARIANTS; CHILDREN; BMI; POPULATION",9,0,8,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.029","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1430","Wang, YF; Song, ZG; Everaert, N; De Ketelaere, B; Willemsen, H; Decuypere, E; Buyse, J","Wang, Yufeng; Song, Zhigang; Everaert, Nadia; De Ketelaere, Bart; Willemsen, Hilke; Decuypere, Eddy; Buyse, Johan","The anorectic effects of alpha-lipoicacid are mediated by central AMPK and are not due to taste aversion in chicken (Gallus gallus)","PHYSIOLOGY & BEHAVIOR","English","Alpha-lipoicacid; Feed intake; Hypothalamic AMPK; Neuropeptides; Conditioned taste aversion; Broiler chicks","ACTIVATED PROTEIN-KINASE; REGULATE FOOD-INTAKE; ENERGY-EXPENDITURE; BODY-WEIGHT; ACID; EXPRESSION; HYPOTHALAMUS; NUTRIENT; HORMONE; PATHWAY",3,1,12,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.047","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1431","Voinescu, BI; Wislowska, M; Schabus, M","Voinescu, Bogdan Ioan; Wislowska, Malgorzata; Schabus, Manuel","Assessment of SOMNOwatch plus EEG for sleep monitoring in healthy individuals","PHYSIOLOGY & BEHAVIOR","English","Automatic sleep staging; Portable device; Polysomnography; Actigraph","VALIDATION; CLASSIFICATION; MEDICINE",3,0,8,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.052","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"1433","Laukka, P; Neiberg, D; Elfenbein, HA","Laukka, Petri; Neiberg, Daniel; Elfenbein, Hillary Anger","Evidence for Cultural Dialects in Vocal Emotion Expression: Acoustic Classification Within and Across Five Nations","EMOTION","English","cross-cultural; emotion recognition; in-group advantage; machine learning; vocal expression","FACIAL EXPRESSIONS; RECOGNITION; SPEECH; VOCALIZATIONS; UNIVERSALITY; SPECIFICITY",5,1,12,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0036048","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1434","Padmala, S; Pessoa, L","Padmala, Srikanth; Pessoa, Luiz","Motivation Versus Aversive Processing During Perception","EMOTION","English","reward; emotion; aversive pictures; perception; automaticity","VISUAL-SEARCH; NEURAL MECHANISMS; REWARD; ATTENTION; PRIORITY; TASK",8,2,12,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0036112","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1435","Holbrook, C; Galperin, A; Fessler, DMT; Johnson, KL; Bryant, GA; Haselton, MG","Holbrook, Colin; Galperin, Andrew; Fessler, Daniel M. T.; Johnson, Kerri L.; Bryant, Gregory A.; Haselton, Martie G.","If Looks Could Kill: Anger Attributions Are Intensified by Affordances for Doing Harm","EMOTION","English","emotion perception; anger; fear; error management; categorization","ERROR MANAGEMENT; BIAS; PERCEPTION; RESPONSES; EVOLUTION; DISGUST; FACE",4,0,10,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035826","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1436","Taylor, JM; Whalen, PJ","Taylor, James M.; Whalen, Paul J.","Fearful, But Not Angry, Expressions Diffuse Attention to Peripheral Targets in an Attentional Blink Paradigm","EMOTION","English","attentional blink; fear; anger; facial expression","FACIAL EXPRESSIONS; CULTURAL-DIFFERENCES; EMOTIONAL STIMULI; HUMAN AMYGDALA; FACES; CONTEXT; IDENTIFICATION; PERCEPTION; CAPTURE; PERSONALITY",7,0,14,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0036034","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1437","Peltola, MJ; Yrttiaho, S; Puura, K; Proverbio, AM; Mononen, N; Lehtimaki, T; Leppanen, JM","Peltola, Mikko J.; Yrttiaho, Santeri; Puura, Kaija; Proverbio, Alice Mado; Mononen, Nina; Lehtimaki, Terho; Leppanen, Jukka M.","Motherhood and Oxytocin Receptor Genetic Variation are Associated With Selective Changes in Electrocortical Responses to Infant Facial Expressions","EMOTION","English","motherhood; oxytocin receptor gene; event-related potentials; facial expressions","EMOTIONAL EXPRESSIONS; PROSOCIAL BEHAVIOR; BRAIN POTENTIALS; FACES; ATTENTION; ERP; RECOGNITION; PREGNANCY; PERCEPTION; ATTACHMENT",19,2,20,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035959","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1438","Smith, ML; Merlusca, C","Smith, Marie L.; Merlusca, Christina","How Task Shapes the Use of Information During Facial Expression Categorizations","EMOTION","English","facial expressions; emotion; categorization task; fear","VISUAL INFORMATION; AMYGDALA RESPONSES; HUMAN BRAIN; RECOGNITION; FACE; PERCEPTION; ATTENTION; EMOTION; FEAR; UNIVERSAL",7,0,4,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035588","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1439","Walle, EA; Campos, JJ","Walle, Eric A.; Campos, Joseph J.","The Development of Infant Detection of Inauthentic Emotion","EMOTION","English","emotion; development; authenticity","ATTRIBUTING FALSE BELIEFS; FACIAL EXPRESSIONS; STILL-FACE; CHILDRENS RECOGNITION; VOCAL CUES; BEHAVIOR; DISPLAY; DECEPTION; JUDGMENTS; KNOWLEDGE",10,1,3,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035305","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1440","Bebko, GM; Franconeri, SL; Ochsner, KN; Chiao, JY","Bebko, Genna M.; Franconeri, Steven L.; Ochsner, Kevin N.; Chiao, Joan Y.","Attentional Deployment Is Not Necessary for Successful Emotion Regulation via Cognitive Reappraisal or Expressive Suppression","EMOTION","English","emotion regulation; cognitive reappraisal; expressive suppression; gaze","NEGATIVE EMOTION; DISORDERS; LOOKING; SCENES",7,3,23,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035459","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1441","Feinberg, M; Antonenko, O; Willer, R; Horberg, EJ; John, OP","Feinberg, Matthew; Antonenko, Olga; Willer, Robb; Horberg, E. J.; John, Oliver P.","Gut Check: Reappraisal of Disgust Helps Explain Liberal-Conservative Differences on Issues of Purity","EMOTION","English","disgust; emotion regulation; morality; political attitudes; conservatism","EMOTION REGULATION; POLITICAL CONSERVATISM; INDIVIDUAL-DIFFERENCES; MORAL JUDGMENTS; SENSITIVITY; MEDIATION; SCALE; DOG",6,1,10,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0033727","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1442","Helm, JL; Sbarra, DA; Ferrer, E","Helm, Jonathan L.; Sbarra, David A.; Ferrer, Emilio","Coregulation of Respiratory Sinus Arrhythmia in Adult Romantic Partners","EMOTION","English","coregulation; romantic partners; respiratory sinus arrhythmia; parasympathetic activity","HEART-RATE-VARIABILITY; AUTONOMIC NERVOUS-SYSTEM; NEUROVISCERAL INTEGRATION; RELATIONSHIP QUALITY; VAGAL TONE; SOCIAL RELATIONSHIPS; MARITAL INTERACTION; EMOTION REGULATION; POLYVAGAL THEORY; SELF-REGULATION",14,0,11,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035960","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1443","Slessor, G; Bailey, PE; Rendell, PG; Ruffman, T; Henry, JD; Miles, LK","Slessor, Gillian; Bailey, Phoebe E.; Rendell, Peter G.; Ruffman, Ted; Henry, Julie D.; Miles, Lynden K.","Examining the Time Course of Young and Older Adults' Mimicry of Enjoyment and Nonenjoyment Smiles","EMOTION","English","electromyography; facial expression mimicry; aging; smiles","EMOTIONAL FACIAL EXPRESSIONS; AGE-RELATED DIFFERENCES; ELECTROMYOGRAPHIC RESPONSES; DETECTING HAPPINESS; SOCIAL-INTERACTION; DUCHENNE SMILES; RECOGNITION; AUTISM; FACES; PERCEPTION",3,2,17,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035825","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1444","Stephan, E; Wildschut, T; Sedikides, C; Zhou, XY; He, WM; Routledge, C; Cheung, WY; Vingerhoets, AJJM","Stephan, Elena; Wildschut, Tim; Sedikides, Constantine; Zhou, Xinyue; He, Wuming; Routledge, Clay; Cheung, Wing-Yee; Vingerhoets, Ad J. J. M.","The Mnemonic Mover: Nostalgia Regulates Avoidance and Approach Motivation","EMOTION","English","nostalgia; nostalgia proneness; avoidance motivation; approach motivation; self-regulation","BEHAVIORAL-INHIBITION; SELF-REGULATION; PERSONAL GOALS; ACHIEVEMENT-MOTIVATION; PSYCHOLOGICAL-RESEARCH; EMOTION REGULATION; ACTIVATION; ATTACHMENT; COMPONENTS; TENDENCIES",25,3,48,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035673","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1445","Moons, WG; Way, BM; Taylor, SE","Moons, Wesley G.; Way, Baldwin M.; Taylor, Shelley E.","Oxytocin and Vasopressin Receptor Polymorphisms Interact With Circulating Neuropeptides to Predict Human Emotional Reactions to Stress","EMOTION","English","OXTR rs53576; oxytocin; AVPR1A RS1; vasopressin; emotion","AUTISM SPECTRUM DISORDERS; HAMSTERS MESOCRICETUS-AURATUS; ADRENAL AXIS RESPONSES; SOCIAL-BEHAVIOR; ARGININE-VASOPRESSIN; AGGRESSIVE-BEHAVIOR; GENE OXTR; PSYCHOSOCIAL STRESS; LACTATING WOMEN; GOLDEN-HAMSTERS",18,1,18,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035503","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1446","Miller, RM; Hannikainen, IA; Cushman, FA","Miller, Ryan M.; Hannikainen, Ivar A.; Cushman, Fiery A.","Bad Actions or Bad Outcomes? Differentiating Affective Contributions to the Moral Condemnation of Harm","EMOTION","English","morality; affect; harm; aversion; empathy","PREFRONTAL CORTEX; INDIVIDUAL-DIFFERENCES; DECISION-MAKING; SOCIAL IMPACT; JUDGMENT; EMPATHY; EMOTIONS; DISGUST; PAIN; FMRI",26,1,25,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035361","Psychology, Experimental",FALSE,TRUE,"EMOTION",3.383
"1447","Cabeleira, CM; Steinman, SA; Burgess, MM; Bucks, RS; MacLeod, C; Melo, W; Teachman, BA","Cabeleira, Cindy M.; Steinman, Shari A.; Burgess, Melissa M.; Bucks, Romola S.; MacLeod, Colin; Melo, Wilson; Teachman, Bethany A.","Expectancy Bias in Anxious Samples","EMOTION","English","anxiety sensitivity; expectancy bias; extrapolation; trait anxiety","PROSPECTIVE COGNITIONS; ANXIETY SENSITIVITY; DEPRESSION; FEAR; INFORMATION; ATTENTION; DISORDER; FUTURE; MEMORY",6,2,7,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035899","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1448","Scarpazza, C; di Pellegrino, G; Ladavas, E","Scarpazza, Cristina; di Pellegrino, Giuseppe; Ladavas, Elisabetta","Emotional Modulation of Touch in Alexithymia","EMOTION","English","alexithymia; emotion; fear; visual remapping of touch; somatosensory cortices","FACIAL EXPRESSIONS; GENERAL-POPULATION; HUMAN AMYGDALA; INDIVIDUAL-DIFFERENCES; TACTILE PERCEPTION; PANIC DISORDER; NEURAL SYSTEMS; OWN FACE; SCHIZOPHRENIA; RECOGNITION",10,1,7,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035888","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1449","Funk, AY; Hupbach, A","Funk, Amanda Y.; Hupbach, Almut","Memory for Emotionally Arousing Items: Context Preexposure Enhances Subsequent Context-Item Binding","EMOTION","English","emotional memory; context-item binding; context preexposure","OLDER-ADULTS",2,0,8,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0034017","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1450","Nelson, BD; Bishop, JR; Sarapas, C; Kittles, RA; Shankman, SA","Nelson, Brady D.; Bishop, Jeffrey R.; Sarapas, Casey; Kittles, Rick A.; Shankman, Stewart A.","Asians Demonstrate Reduced Sensitivity to Unpredictable Threat: A Preliminary Startle Investigation Using Genetic Ancestry in a Multiethnic Sample","EMOTION","English","race; ancestry informative markers; genetics; unpredictability; startle","POSTTRAUMATIC-STRESS-DISORDER; NATIONAL EPIDEMIOLOGIC SURVEY; PANIC DISORDER; ANXIETY SENSITIVITY; EUROPEAN AMERICANS; RACE/ETHNIC DIFFERENCES; PREPULSE INHIBITION; REWARD SENSITIVITY; COLORECTAL-CANCER; UNITED-STATES",5,0,9,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035776","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1451","Wrzus, C; Wagner, GG; Riediger, M","Wrzus, Cornelia; Wagner, Gert G.; Riediger, Michaela","Feeling Good When Sleeping In? Day-To-Day Associations Between Sleep Duration and Affective Well-Being Differ From Youth to Old Age","EMOTION","English","sleep; affective well-being; within-person; Experience Sampling; life span","MOOD; ADOLESCENTS; EMOTION",10,0,18,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035349","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1452","Kashdan, TB; Farmer, AS","Kashdan, Todd B.; Farmer, Antonina S.","Differentiating Emotions Across Contexts: Comparing Adults With and Without Social Anxiety Disorder Using Random, Social Interaction, and Daily Experience Sampling","EMOTION","English","social anxiety disorder; negative emotions; ecological momentary assessment; experience sampling","NATIONAL COMORBIDITY SURVEY; QUALITY-OF-LIFE; POSITIVE EMOTIONS; SELF-REPORT; PHOBIA SCALE; EVENTS; ALEXITHYMIA; RESILIENCE; VALIDATION; AVOIDANCE",17,1,14,"AMER PSYCHOLOGICAL ASSOC",2014,"10.1037/a0035796","Psychology, Experimental",FALSE,FALSE,"EMOTION",3.383
"1460","De Jaeger, X; Courtey, J; Brus, M; Artinian, J; Villain, H; Bacquie, E; Roullet, P","De Jaeger, Xavier; Courtey, Julie; Brus, Maina; Artinian, Julien; Villain, Helene; Bacquie, Elodie; Roullet, Pascal","Characterization of spatial memory reconsolidation","LEARNING & MEMORY","English","","ANTERIOR CINGULATE CORTEX; OBJECT RECOGNITION MEMORY; CONTEXTUAL FEAR MEMORY; PROTEIN-SYNTHESIS; REMOTE MEMORIES; CONSOLIDATION; RETRIEVAL; REACTIVATION; MECHANISMS; INFORMATION",4,0,5,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",2014,"10.1101/lm.033415.113","Neurosciences; Psychology, Experimental",FALSE,FALSE,"LEARNING_AND_MEMORY",3.657
"1461","Wittig, JH; Richmond, BJ","Wittig, John H., Jr.; Richmond, Barry J.","Monkeys rely on recency of stimulus repetition when solving short-term memory tasks","LEARNING & MEMORY","English","","INFERIOR TEMPORAL CORTEX; VISUAL WORKING-MEMORY; RECOGNITION MEMORY; LONG-TERM; FAMILIARITY; MACAQUE; MECHANISMS; ANTERIOR; REPRESENTATION; NEURONS",4,0,3,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",2014,"10.1101/lm.034181.113","Neurosciences; Psychology, Experimental",FALSE,FALSE,"LEARNING_AND_MEMORY",3.657
"1472","Kroll, JF; Bobb, SC; Hoshino, N","Kroll, Judith F.; Bobb, Susan C.; Hoshino, Noriko","Two Languages in Mind: Bilingualism as a Tool to Investigate Language, Cognition, and the Brain","CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE","English","psycholinguistics; cognitive neuroscience; bilingualism; cognitive control","NATIVE LANGUAGE; SPANISH-ENGLISH; CONSEQUENCES; WORD; RECOGNITION; PERFORMANCE; KNOWLEDGE; PHONOLOGY; SELECTION; SPEECH",30,1,53,"SAGE PUBLICATIONS INC",2014,"10.1177/0963721414528511","Psychology, Multidisciplinary",FALSE,FALSE,"CURRENT_DIRECTIONS_IN_PSYCHOLOGICAL_SCIENCE",5.678
"1473","Orhan, AE; Sims, CR; Jacobs, RA; Knill, DC","Orhan, A. Emin; Sims, Chris R.; Jacobs, Robert A.; Knill, David C.","The Adaptive Nature of Visual Working Memory","CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE","English","visual working memory; statistical learning; information theory","SHORT-TERM-MEMORY; STATISTICAL PROPERTIES; INFORMATION; PERCEPTION; INTEGRATION; CAPACITY; TEXTURE; REPRESENTATION; ORGANIZATION; REGULARITIES",14,0,13,"SAGE PUBLICATIONS INC",2014,"10.1177/0963721414529144","Psychology, Multidisciplinary",FALSE,FALSE,"CURRENT_DIRECTIONS_IN_PSYCHOLOGICAL_SCIENCE",5.678
"1474","Payne, L; Sekuler, R","Payne, Lisa; Sekuler, Robert","The Importance of Ignoring: Alpha Oscillations Protect Selectivity","CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE","English","attention; alpha oscillations; ignoring; distraction","PRIMARY SOMATOSENSORY CORTEX; WORKING-MEMORY TASK; VISUOSPATIAL ATTENTION; IRRELEVANT INFORMATION; SPATIAL ATTENTION; PHASE; SUPPRESSION; PERFORMANCE; INCREASES; AREAS",17,2,17,"SAGE PUBLICATIONS INC",2014,"10.1177/0963721414529145","Psychology, Multidisciplinary",FALSE,FALSE,"CURRENT_DIRECTIONS_IN_PSYCHOLOGICAL_SCIENCE",5.678
"1475","Pearson, J","Pearson, Joel","New Directions in Mental-Imagery Research: The Binocular-Rivalry Technique and Decoding fMRI Patterns","CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE","English","mental imagery; voluntary imagery; visual working memory; fMRI decoding; the binocular-rivalry technique; binocular rivalry","VISUAL-IMAGERY; ACTIVATION; BEHAVIOR; CORTEX",8,0,12,"SAGE PUBLICATIONS INC",2014,"10.1177/0963721414532287","Psychology, Multidisciplinary",FALSE,TRUE,"CURRENT_DIRECTIONS_IN_PSYCHOLOGICAL_SCIENCE",5.678
"1476","Paolacci, G; Chandler, J","Paolacci, Gabriele; Chandler, Jesse","Inside the Turk: Understanding Mechanical Turk as a Participant Pool","CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE","English","Mechanical Turk; online experimentation; data collection","MARKETS",372,13,93,"SAGE PUBLICATIONS INC",2014,"10.1177/0963721414531598","Psychology, Multidisciplinary",FALSE,FALSE,"CURRENT_DIRECTIONS_IN_PSYCHOLOGICAL_SCIENCE",5.678
"1477","Becker, DV; Srinivasan, N","Becker, D. Vaughn; Srinivasan, Narayanan","The Vividness of the Happy Face","CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE","English","facial expression; evolutionary psychology; signal detection; happiness; prosocial communication","VISUAL-SEARCH TASKS; FACIAL EXPRESSIONS; CONFOUNDED FACE; CROWD; EMOTION; PERCEPTION; ATTENTION; MEMORY",13,3,26,"SAGE PUBLICATIONS INC",2014,"10.1177/0963721414533702","Psychology, Multidisciplinary",FALSE,FALSE,"CURRENT_DIRECTIONS_IN_PSYCHOLOGICAL_SCIENCE",5.678
