"","AU","AF","TI","SO","LA","DE","ID","Z9","U1","U2","PU","PY","DI","WC","ANIMAL","FMRI_AB","JOUR","IF"
"116","Rajendran, K; Rindskopf, D; O'Neill, S; Marks, DJ; Nomura, Y; Halperin, JM","Rajendran, Khushmand; Rindskopf, David; O'Neill, Sarah; Marks, David J.; Nomura, Yoko; Halperin, Jeffrey M.","Neuropsychological Functioning and Severity of ADHD in Early Childhood: A Four-Year Cross-Lagged Study","JOURNAL OF ABNORMAL PSYCHOLOGY","English","ADHD; development; longitudinal research; neuropsychological functioning","ATTENTION-DEFICIT/HYPERACTIVITY DISORDER; DEFICIT-HYPERACTIVITY DISORDER; ADOLESCENTS/YOUNG ADULTS; PREFRONTAL CORTEX; BRAIN-DEVELOPMENT; MOTOR INHIBITION; CHILDREN; PERFORMANCE; IMPACT; PRESCHOOLERS",9,0,16,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034237","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"117","Lind, SE; Williams, DM; Raber, J; Peel, A; Bowler, DM","Lind, Sophie E.; Williams, David M.; Raber, Jacob; Peel, Anna; Bowler, Dermot M.","Spatial Navigation Impairments Among Intellectually High-Functioning Adults With Autism Spectrum Disorder: Exploring Relations With Theory of Mind, Episodic Memory, and Episodic Future Thinking","JOURNAL OF ABNORMAL PSYCHOLOGY","English","autism spectrum disorder; episodic memory; episodic future thinking; spatial navigation; theory of mind","ASPERGER-SYNDROME; SEX-DIFFERENCES; ANIMATED SHAPES; COGNITIVE MAPS; MENTAL STATES; KNOWLEDGE; BRAIN; CHILDREN; ABILITY; HUMANS",16,1,32,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034819","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"118","Tinio, PPL; Gerger, G; Leder, H","Tinio, Pablo P. L.; Gerger, Gernot; Leder, Helmut","Birds of a feather ... Generalization of facial structures following massive familiarization","ACTA PSYCHOLOGICA","English","Aesthetic judgments; Symmetry; Complexity; Familiarization; Mere exposure; Face perception","IMPLICIT LEARNING-PROCESS; MERE EXPOSURE; SYMMETRY DETECTION; BILATERAL-SYMMETRY; SEXUAL-DIMORPHISM; FACE PERCEPTION; PHYSICAL ATTRACTIVENESS; PREFERENCES; COMPLEXITY; BEAUTY",5,0,25,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.08.003","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"119","Mueller, SM; Garcia-Retamero, R; Galesic, M; Maldonado, A","Mueller, S. M.; Garcia-Retamero, R.; Galesic, M.; Maldonado, A.","The impact of domain-specific beliefs on decisions and causal judgments","ACTA PSYCHOLOGICA","English","Causal belief; Domain-specific knowledge; Decision making; Causal judgments; Two-alternative forced-choice task","PROCESS MODEL; RISK; INFORMATION; MONEY; INDUCTION; KNOWLEDGE; HEALTH; FRUGAL; INTERVENTIONS; UNCERTAINTY",2,2,9,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.08.004","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"120","Maslovat, D; Chua, R; Spencer, HC; Forgaard, CJ; Carlsen, AN; Franks, IM","Maslovat, Dana; Chua, Romeo; Spencer, Hunter C.; Forgaard, Christopher J.; Carlsen, Anthony N.; Franks, Ian M.","Evidence for a response preparation bottleneck during dual-task performance: Effect of a startling acoustic stimulus on the psychological refractory period","ACTA PSYCHOLOGICA","English","Psychological refractory period; Dual-task performance; Response preparation; Startle; Neural activation; Prepulse inhibition","REACTION-TIME; INTERSENSORY FACILITATION; PREPULSE INHIBITION; VOLUNTARY MOVEMENT; MOTOR PREPARATION; INTERFERENCE; HUMANS; AUTOMATIZATION; STIMULATION; LIMITATION",6,0,7,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.08.005","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"121","Wong, B; Szucs, D","Wong, Becky; Szuecs, Denes","Single-digit Arabic numbers do not automatically activate magnitude representations in adults or in children: Evidence from the symbolic same-different task","ACTA PSYCHOLOGICA","English","Symbolic numbers; Numerical cognition; Automaticity; Magnitude representations; Same-different task","QUANTITY REPRESENTATION; NUMERICAL INEQUALITY; PHYSICAL SIMILARITY; DISTANCE; INFORMATION; PERCEPTION; JUDGMENTS; NUMERALS; PARADIGM; INTEGERS",5,0,4,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.08.006","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"122","Los, SA; Hoorn, JF; Grin, M; Van der Burg, E","Los, Sander A.; Hoorn, Johan F.; Grin, Merijn; Van der Burg, Erik","The time course of temporal preparation in an applied setting: A study of gaming behavior","ACTA PSYCHOLOGICA","English","Temporal preparation; Computer gaming","INTERSENSORY FACILITATION; NONSPECIFIC PREPARATION; UNINTENTIONAL CONTRIBUTIONS; FOREPERIOD; SIGNALS; INTEGRATION; ATTENTION; CAPTURE; MODEL",3,2,9,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.003","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"123","Guillaume, M; Nys, J; Mussolin, C; Content, A","Guillaume, Mathieu; Nys, Julie; Mussolin, Christophe; Content, Alain","Differences in the acuity of the Approximate Number System in adults: The effect of mathematical ability","ACTA PSYCHOLOGICA","English","Numerical cognition; Number comparison; Number sense; Mental arithmetic; Individual differences","INDIVIDUAL-DIFFERENCES; HUMAN INFANTS; SENSE; ACHIEVEMENT; DISCRIMINATION; COMPETENCE; CHILDREN; ORIGINS",13,0,14,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.001","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"124","Seegelke, C; Hughes, CML; Knoblauch, A; Schack, T","Seegelke, Christian; Hughes, Charmayne M. L.; Knoblauch, Andreas; Schack, Thomas","Grasp posture planning during multi-segment object manipulation tasks - Interaction between cognitive and biomechanical factors","ACTA PSYCHOLOGICA","English","Motor planning; Multi-segment action sequence; Object manipulation; Grasp adaptation","END-STATE COMFORT; CHOICE-REACTION TIME; MEMORY DRUM THEORY; INDIVIDUAL-DIFFERENCES; MOVEMENT; CONSTRAINTS; INFORMATION; PREHENSION; KINEMATICS; GOAL",9,0,5,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.002","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"125","Rodway, P; Schepman, A; Lambert, J","Rodway, Paul; Schepman, Astrid; Lambert, Jordana","The influence of position and context on facial attractiveness","ACTA PSYCHOLOGICA","English","Centre-stage; Assimilation; Contrast; Position effects; Generalised halo; Facial attractiveness","PERCEIVED PHYSICAL ATTRACTIVENESS; IMPRESSION-FORMATION; CONTRAST; ASSIMILATION; JUDGMENTS; SEX; SYMMETRY; CHOICES; FACES; PREFERENCES",5,2,32,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.004","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"126","Grimm, LR; Maddox, WT","Grimm, Lisa R.; Maddox, W. Todd","Differential impact of relevant and irrelevant dimension primes on rule-based and information-integration category learning","ACTA PSYCHOLOGICA","English","Categorization; Memory systems; Dimension relevance; Priming; Category learning","PERCEPTUAL CATEGORIZATION; SYSTEMS; EXEMPLAR; MEMORY; HYPOTHESIS; WORKING; MODELS",6,2,5,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.005","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"127","Aldrovandi, S; Wood, AM; Brown, GDA","Aldrovandi, Silvio; Wood, Alex M.; Brown, Gordon D. A.","Sentencing, severity, and social norms: A rank-based model of contextual influence on judgments of crimes and punishments","ACTA PSYCHOLOGICA","English","Sentencing judgments; Crime seriousness; Social norms; Context effects; Decision by sampling","ADAPTATION-LEVEL; PUBLIC PERCEPTIONS; DECISION-MAKING; FREQUENCY MODEL; RELATIVE RANK; SERIOUSNESS; JUSTICE; GUIDELINES; DISHONESTY; CONSENSUS",3,2,20,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.007","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"128","Van de Cruys, S; Schouten, B; Wagemans, J","Van de Cruys, Sander; Schouten, Ben; Wagemans, Johan","An anxiety-induced bias in the perception of a bistable point-light walker","ACTA PSYCHOLOGICA","English","Biological motion; Emotion; Bistability; Social anxiety","BIOLOGICAL-MOTION; SOCIAL ANXIETY; RHESUS-MONKEYS; OXYTOCIN; STIMULI; HUMANS; PHOBIA; ATTENTION; DISORDER; FACES",8,0,7,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.010","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"129","Primativo, S; Rinaldi, P; O'Brien, S; Paizi, D; Arduino, LS; Burani, C","Primativo, Silvia; Rinaldi, Pasquale; O'Brien, Shaunna; Paizi, Despina; Arduino, Lisa S.; Burani, Cristina","Bilingual vocabulary size and lexical reading in Italian","ACTA PSYCHOLOGICA","English","Bilingualism; Reading aloud; Vocabulary size; Lexical effects; Word stress assignment","VISUAL WORD RECOGNITION; SPANISH-ENGLISH BILINGUALS; STRESS; 2ND-LANGUAGE; FREQUENCY; ACQUISITION; ALOUD; AGE; PRONUNCIATION; FLUENCY",3,0,4,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.011","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"130","Koster, EHW; De Lissnyder, E; De Raedt, R","Koster, Ernst H. W.; De Lissnyder, Evi; De Raedt, Rudi","Rumination is characterized by valence-specific impairments in switching of attention","ACTA PSYCHOLOGICA","English","Attentional control; Switching; Rumination; Depression; Working memory","INTERNAL ATTENTION; WORKING-MEMORY; COGNITIVE-PROCESSES; EMOTIONAL MATERIAL; EXECUTIVE CONTROL; DEPRESSION; TASK; INHIBITION; PERSPECTIVE; SYMPTOMS",13,2,45,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.008","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"131","Aristei, S; Rahman, RA","Aristei, Sabrina; Rahman, Rasha Abdel","Semantic interference in language production is due to graded similarity, not response relevance","ACTA PSYCHOLOGICA","English","Language production; Semantic interference; Lexical competition; Response relevance; Conditional naming","PICTURE-WORD INTERFERENCE; AD HOC CATEGORIES; EXCLUSION HYPOTHESIS; LEXICAL ACCESS; DISTRACTOR FREQUENCY; SPEECH PRODUCTION; TIME-COURSE; FACILITATION; SELECTION; PARADIGM",4,1,18,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.006","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"132","Zaske, R; Skuk, VG; Kaufmann, JM; Schweinberger, SR","Zaeske, Romi; Skuk, Verena G.; Kaufmann, Jurgen M.; Schweinberger, Stefan R.","Perceiving vocal age and gender: An adaptation approach","ACTA PSYCHOLOGICA","English","Auditory aftereffects; Voice perception; Gender; Age","HUMAN AUDITORY-CORTEX; HUMAN VISUAL-SYSTEM; SPEECH-PERCEPTION; FACE PERCEPTION; VOICE PERCEPTION; SELECTIVE ADAPTATION; FACIAL EXPRESSION; FUNDAMENTAL-FREQUENCY; NEURAL POPULATIONS; STOP CONSONANTS",5,1,26,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.009","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"133","Cestari, V; Saraulli, D; Spataro, P; Lega, A; Sciarretta, A; Marques, VR; Rossi-Arnaud, C","Cestari, Vincenzo; Saraulli, Daniele; Spataro, Pietro; Lega, Alessandro; Sciarretta, Antonio; Marques, Valeria Rezende; Rossi-Arnaud, Celia","Memory for symmetry and perceptual binding in patients with schizophrenia","ACTA PSYCHOLOGICA","English","Schizophrenia; Binding; Symmetry; Memory","VISUAL WORKING-MEMORY; SHORT-TERM-MEMORY; LONG-TERM; ORGANIZATION; FEATURES; TASK; METAANALYSIS; CAPACITY; DISCRIMINATION; ASSOCIATIONS",2,0,8,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.016","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"134","Lee, J; Cho, YS","Lee, Jaeyong; Cho, Yang Seok","Congruency sequence effect in cross-task context: Evidence for dimension-specific modulation","ACTA PSYCHOLOGICA","English","Cognitive control; Congruency sequence effect; Simon effect; Stroop effect","STIMULUS-RESPONSE COMPATIBILITY; COGNITIVE CONTROL MECHANISMS; ANTERIOR CINGULATE CORTEX; CONFLICT ADAPTATION; SIMON TASK; ACTIVATION; INFORMATION; IRRELEVANT; POSITION; ACCOUNTS",13,1,10,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.013","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"135","Zwosta, K; Ruge, H; Wolfensteller, U","Zwosta, Katharina; Ruge, Hannes; Wolfensteller, Uta","No anticipation without intention: Response-effect compatibility in effect-based and stimulus-based actions","ACTA PSYCHOLOGICA","English","Goal-directed behavior; Stimulus-based behavior; Action control; Ideomotor theory; Response-effect compatibility; Instruction","",12,0,10,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.09.014","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"136","Blank, H; Ost, J; Davies, J; Jones, G; Lambert, K; Salmon, K","Blank, Hartmut; Ost, James; Davies, Jo; Jones, Georgina; Lambert, Katie; Salmon, Kelly","Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering","ACTA PSYCHOLOGICA","English","Eyewitness testimony; Remembering; Post-event misinformation; Co-witness; Social influence","MEMORY CONFORMITY; MISLEADING INFORMATION; SOCIAL-PSYCHOLOGY; CO-WITNESSES; GROUP-SIZE; SUGGESTIBILITY; EVENT; METAANALYSIS; IMPAIRMENT; QUESTIONS",7,3,53,"ELSEVIER SCIENCE BV",2013,"10.1016/j.actpsy.2013.10.006","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.367
"137","McCullough, AM; Yonelinas, AP","McCullough, Andrew M.; Yonelinas, Andrew P.","Cold-pressor stress after learning enhances familiarity-based recognition memory in men","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Recognition; Memory; Stress","CONSOLIDATION; CORTISOL; RETRIEVAL; WOMEN; CYCLE; MODEL",16,1,16,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.06.011","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"138","Ashtamker, L; Karni, A","Ashtamker, Lilach; Karni, Avi","Motor memory in childhood: Early expression of consolidation phase gains","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Motor memory; Children; Consolidation; Motor sequence learning","TIME-COURSE; SLEEP; SKILL; PERFORMANCE; SEQUENCE; CORTEX; ACQUISITION; PLASTICITY",16,0,2,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.07.003","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"139","Pereda-Perez, I; Popovic, N; Otalora, BB; Popovic, M; Madrid, JA; Rol, MA; Venero, C","Pereda-Perez, Inmaculada; Popovic, Natalija; Otalora, Beatriz Bano; Popovic, Miroljub; Madrid, Juan Antonio; Rol, Maria Angeles; Venero, Cesar","Long-term social isolation in the adulthood results in CM shrinkage and cognitive impairment","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Social isolation; NCAM; PSA-NCAM; Fear conditioning; Octodon degus; Cortisol; Hippocampus","CELL-ADHESION MOLECULE; HIPPOCAMPAL NCAM POLYSIALYLATION; NEURAL RECOGNITION MOLECULES; VERTEBRATE NERVOUS-SYSTEM; MESSENGER-RNA EXPRESSION; CHRONIC STRESS; CONTEXTUAL FEAR; MEMORY CONSOLIDATION; POLYSIALIC ACID; SYNAPTIC PLASTICITY",13,0,5,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.07.004","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"140","Chia, C; Otto, T","Chia, Chester; Otto, Tim","Hippocampal Arc (Arg3.1) expression is induced by memory recall and required for memory reconsolidation in trace fear conditioning","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Memory reconsolidation; Immediate-early gene; Activity-regulated cytoskeletal protein; Hippocampus; Gene expression; Rat","NMDA RECEPTOR ANTAGONISM; MESSENGER-RNA SYNTHESIS; LONG-TERM POTENTIATION; IMMEDIATE-EARLY GENE; VENTRAL HIPPOCAMPUS; PROTEIN ARC/ARG3.1; RAT HIPPOCAMPUS; SPATIAL MEMORY; CONSOLIDATION; AMYGDALA",16,0,8,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.06.021","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"141","Nielsen, SE; Ahmed, I; Cahill, L","Nielsen, Shawn E.; Ahmed, Imran; Cahill, Larry","Sex and menstrual cycle phase at encoding influence emotional memory for gist and detail","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Sex differences; Menstrual cycle; Emotional memory; Gist; Detail; Eye-tracking","POSTTRAUMATIC-STRESS-DISORDER; LONG-TERM-MEMORY; FUNCTIONAL CONNECTIVITY; ADAPTIVE GAIN; AMYGDALA; AROUSAL; EVENTS; MODULATION; ACTIVATION; PUPIL",23,1,19,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.07.015","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"142","Rossato, JI; Radiske, A; Kohler, CA; Gonzalez, C; Bevilaqua, LR; Medina, JH; Cammarota, M","Rossato, Janine I.; Radiske, Andressa; Kohler, Cristiano A.; Gonzalez, Carolina; Bevilaqua, Lia R.; Medina, Jorge H.; Cammarota, Martin","Consolidation of object recognition memory requires simultaneous activation of dopamine D-1/D-5 receptors in the amygdala and medial prefrontal cortex but not in the hippocampus","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Dopamine; Object recognition memory; Ventral tegmental area; Amygdala; Hippocampus; Medial prefrontal cortex","LATERAL ENTORHINAL CORTEX; LONG-TERM-MEMORY; BASOLATERAL AMYGDALA; PERIRHINAL CORTEX; NORADRENERGIC ACTIVATION; CONTEXT RECOGNITION; DORSAL HIPPOCAMPUS; ITEM RECOGNITION; RAT HIPPOCAMPUS; TEMPORAL-ORDER",31,0,10,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.07.012","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"143","Chau, LS; Prakapenka, A; Fleming, SA; Davis, AS; Galvez, R","Chau, Lily S.; Prakapenka, Alesia; Fleming, Stephen A.; Davis, Ashley S.; Galvez, Roberto","Elevated Arc/Arg 3.1 protein expression in the basolateral amygdala following auditory trace-cued fear conditioning","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Synaptic plasticity; Trace-fear conditioning; Memory consolidation; Lateral amygdala; Central amygdala; Contextual fear conditioning","MEDIAL PREFRONTAL CORTEX; CONTEXTUAL FEAR; CENTRAL NUCLEUS; MEMORY CONSOLIDATION; VENTRAL HIPPOCAMPUS; LESIONS; NEURONS; ARC; RAT; MECHANISMS",6,1,6,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.07.010","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"144","Hoppe, JB; Coradini, K; Frozza, RL; Oliveira, CM; Meneghetti, AB; Bernardi, A; Pires, ES; Beck, RCR; Salbego, CG","Hoppe, Juliana B.; Coradini, Karine; Frozza, Rudimar L.; Oliveira, Claudia M.; Meneghetti, Andre B.; Bernardi, Andressa; Pires, Elisa Simoes; Beck, Ruy C. R.; Salbego, Christianne G.","Free and nanoencapsulated curcumin suppress beta-amyloid-induced cognitive impairments in rats: Involvement of BDNF and Akt/GSK-3 beta signaling pathway","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Alzheimer's disease; Lipid-core nanocapsules; Curcumin; beta-Amyloid; BDNF; Akt/GSK-3 beta pathway; Hippocampus","LIPID-CORE NANOCAPSULES; GLYCOGEN-SYNTHASE KINASE-3; ALZHEIMERS-DISEASE; MOUSE MODEL; TNF-ALPHA; TAU-HYPERPHOSPHORYLATION; NEUROTROPHIC FACTOR; TISSUE DISTRIBUTION; IN-VIVO; ACTIVATION",46,0,23,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.08.001","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"145","Smulders, TV; Jarvis, ED","Smulders, Tom V.; Jarvis, Erich D.","Different mechanisms are responsible for dishabituation of electrophysiological auditory responses to a change in acoustic identity than to a change in stimulus location","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Zebra finch; Song habituation; Dishabituation; Spatial location; Surprise; Attentional modulation","INDEPENDENT COMPONENT ANALYSIS; DRIVEN GENE-EXPRESSION; IMMEDIATE-EARLY GENE; MALE ZEBRA FINCHES; SONGBIRD FOREBRAIN; AVIAN BRAIN; FIELD-L; SYSTEM; SELECTIVITY; ARTIFACTS",4,2,4,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.08.010","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"146","Zhu, B; Chen, CS; Loftus, EF; Moyzis, RK; Dong, Q; Lin, CD","Zhu, Bi; Chen, Chuansheng; Loftus, Elizabeth F.; Moyzis, Robert K.; Dong, Qi; Lin, Chongde","True but not false memories are associated with the HTR2A gene","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Serotonin 2A receptor gene; False memory; True memory; DRM","5-HT2A RECEPTOR; EPISODIC MEMORY; SEROTONIN; POLYMORPHISM; RECOGNITION; HIS452TYR; CONSOLIDATION; RECALL; BRAIN",2,0,15,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.09.004","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"147","Klappenbach, M; Kaczer, L; Locatelli, F","Klappenbach, Martin; Kaczer, Laura; Locatelli, Fernando","Dopamine interferes with appetitive long-term memory formation in honey bees","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Learning; Memory; Conditioning; Consolidation; Dopamine; Apis mellifera","DEPENDENT PROTEIN-KINASE; MUSHROOM BODY NEURONS; APIS-MELLIFERA; OLFACTORY MEMORY; PROBOSCIS EXTENSION; CRAB CHASMAGNATHUS; DROSOPHILA LARVAE; REWARD; OCTOPAMINE; RECEPTOR",6,0,38,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.09.011","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"148","Fropf, R; Tubon, TC; Yin, JCP","Fropf, Robin; Tubon, Thomas C., Jr.; Yin, Jerry C. P.","Nuclear gating of a Drosophila dCREB2 activator is involved in memory formation","NEUROBIOLOGY OF LEARNING AND MEMORY","English","CREB; Memory formation; Behavior; Drosophila; Nuclear entry; S6K","LONG-TERM-MEMORY; MEDIATED GENE-EXPRESSION; BINDING PROTEIN; TRANSCRIPTIONAL COACTIVATOR; CREB; PHOSPHORYLATION; CBP; TRANSPORT; MULTIPLE; DOMAIN",6,0,6,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.09.006","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"149","Persson, N; Lavebratt, C; Wahlin, A","Persson, N.; Lavebratt, C.; Wahlin, A.","Synergy effects of HbA(1c) and variants of APOE and BDNFVal(66)Met explains individual differences in memory performance","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Aging; Episodic memory; BDNF; APOE; HbA1c; Epistasis","NEUROTROPHIC FACTOR BDNF; ACTIVITY-DEPENDENT SECRETION; APOLIPOPROTEIN-E EPSILON-4; LIPOPROTEIN RECEPTORS; VAL66MET POLYMORPHISM; SYNAPTIC PLASTICITY; COGNITIVE-ABILITIES; ALZHEIMERS-DISEASE; DECLARATIVE MEMORY; EPISODIC MEMORY",5,0,4,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.08.017","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"150","Barreiro, KA; Suarez, LD; Lynch, VM; Molina, VA; Delorenzi, A","Barreiro, Karina A.; Suarez, Luis D.; Lynch, Victoria M.; Molina, Victor A.; Delorenzi, Alejandro","Memory expression is independent of memory labilization/reconsolidation","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Retrieval; Reconsolidation; APV; CNQX; Amnesia; Memory expression","LONG-TERM-MEMORY; CRAB CHASMAGNATHUS; RETROGRADE-AMNESIA; PROTEIN-SYNTHESIS; ANGIOTENSIN-II; MOLECULAR-MECHANISMS; DECLARATIVE MEMORY; NMDA RECEPTORS; SPATIAL MEMORY; RECONSOLIDATION",16,0,5,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.10.006","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
"151","Insel, N; Takehara-Nishiuchi, K","Insel, Nathan; Takehara-Nishiuchi, Kaori","The cortical structure of consolidated memory: A hypothesis on the role of the cingulate-entorhinal cortical connection","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Consolidation; Entorhinal cortex; Hippocampus; Prefrontal cortex; Episodic memory; Trace conditioning","MEDIAL PREFRONTAL CORTEX; TIME-DEPENDENT REORGANIZATION; CONTEXTUAL FEAR MEMORY; REMOTE SPATIAL MEMORY; RETROSPLENIAL CORTEX; RETROGRADE-AMNESIA; HIPPOCAMPAL CONTRIBUTIONS; PHASE SYNCHRONIZATION; DORSAL HIPPOCAMPUS; DECLARATIVE MEMORY",12,3,8,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2013,"10.1016/j.nlm.2013.07.019","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",4.035
